"id","year","state_abbr","offense_code","offense_name","agencies","population","total_male","total_female","m_0_9","m_10_12","m_13_14","m_15","m_16","m_17","f_0_9","f_10_12","f_13_14","f_15","f_16","f_17","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
1081,2016,,"ASR_ARSON","Arson",13310,264534532,1760,328,117,368,548,291,239,197,12,54,114,66,39,43,12581,263887632,1436,516,41,48
1082,2016,,"ASR_AST","Aggravated Assault",13310,264534532,16997,5918,141,1406,3743,3062,3839,4806,19,465,1565,1171,1337,1361,12581,263887632,12370,9736,296,364
1083,2016,,"ASR_AST_SMP","Simple Assault",13310,264534532,66360,38712,1043,7406,16966,12403,14134,14408,259,3353,11210,8036,8264,7590,12581,263887632,59778,41923,1130,1378
1084,2016,,"ASR_BRG","Burglary",13310,264534532,23307,3071,167,1474,5301,4789,5662,5914,34,170,727,618,689,833,12581,263887632,14413,11082,368,362
1085,2016,,"ASR_CUR","Curfew and Loitering Law Violations",13310,264534532,19218,8319,110,1184,4160,4405,5126,4233,24,449,1991,1887,2267,1701,12581,263887632,15468,11045,382,429
1086,2016,,"ASR_DIS","Disorderly Conduct",13310,264534532,34438,19449,431,3428,9021,6690,7553,7315,80,1682,5883,4114,4049,3641,12581,263887632,28572,23619,416,892
1087,2016,,"ASR_DRG","Drug Abuse Violations",13310,264534532,61781,18503,76,1323,7443,9284,16479,27176,22,447,2977,3084,4709,7264,12581,263887632,59418,17572,1176,1277
1088,2016,,"ASR_DRK","Drunkenness",13310,264534532,2746,1120,14,15,232,333,632,1520,1,20,185,196,292,426,12581,263887632,3173,380,54,206
1089,2016,,"ASR_DUI","Drive Under the Influence",13310,264534532,3913,1345,10,8,49,171,923,2752,3,3,25,64,341,909,12581,263887632,4608,352,91,132
1090,2016,,"ASR_EMB","Embezzlement",13310,264534532,343,207,,6,39,33,90,175,,,5,17,69,116,12581,263887632,320,208,12,7
1091,2016,,"ASR_FAM","Offenses Against the Family and Children",13310,264534532,1749,1126,61,157,401,389,343,398,37,104,328,224,220,213,12581,263887632,1696,678,18,445
1092,2016,,"ASR_FOR","Forgery and Counterfeiting",13310,264534532,735,252,1,5,76,90,179,384,,3,23,20,64,142,12581,263887632,537,423,16,5
1093,2016,,"ASR_FRD","Fraud",13310,264534532,2611,1212,2,83,476,474,673,903,2,44,208,216,319,423,12581,263887632,1897,1807,34,52
1094,2016,,"ASR_GAM","Gambling",13310,264534532,181,26,3,,17,27,57,77,,,4,6,8,8,12581,263887632,52,152,3,
1095,2016,,"ASR_HOM","Murder and Nonnegligent Homicide",13310,264534532,639,66,9,5,45,88,186,306,,,11,6,18,31,12581,263887632,246,425,13,9
1096,2016,,"ASR_LIQ","Liquor Laws",13310,264534532,18045,12005,10,130,1441,2583,4999,8882,1,146,1435,1990,3322,5111,12581,263887632,26035,2001,424,1069
1097,2016,,"ASR_LRC","Larceny",13310,264534532,66057,45464,385,4257,14591,13030,15957,17837,123,2170,8761,8724,11786,13900,12581,263887632,66218,39999,2087,1852
1098,2016,,"ASR_MAN","Manslaughter by Negligence",13310,264534532,54,13,,4,7,9,13,21,,,,2,2,9,12581,263887632,47,20,,
1099,2016,,"ASR_MVT","Motor Vehicle Theft",13310,264534532,10433,2370,16,242,1978,2282,3009,2906,,62,585,619,595,509,12581,263887632,5929,6415,138,193
1100,2016,,"ASR_OTH","All Other Offenses",13310,264534532,91740,36166,728,4150,16891,17073,22942,29956,239,1689,7917,7274,8966,10081,12581,263887632,83389,38718,2157,2025
1101,2016,,"ASR_PRS","Prostitution and Commercialized Vice",13310,264534532,112,297,,2,20,13,31,46,1,2,26,42,68,158,12581,263887632,165,231,9,3
1102,2016,,"ASR_ROB","Robbery",13310,264534532,13989,1656,19,342,2260,2834,4019,4515,2,32,291,331,448,552,12581,263887632,4546,10745,212,96
1103,2016,,"ASR_RPE","Rape",13310,264534532,2899,128,30,309,803,500,561,696,1,30,41,20,17,19,12581,263887632,1918,983,45,25
1104,2016,,"ASR_RUN","Runaway",13310,264534532,19135,20941,209,1283,4905,4757,4851,3130,86,971,5806,5379,5418,3281,12581,263887632,26329,10832,1810,799
1105,2016,,"ASR_SEX","Sex Offenses",13310,264534532,6041,850,96,785,2004,1136,964,1056,17,118,297,155,140,123,12581,263887632,4891,1760,104,64
1106,2016,,"ASR_STP","Stolen Property",13310,264534532,7573,1436,6,225,1320,1600,2092,2330,1,51,318,303,380,383,12581,263887632,3505,5244,104,90
1107,2016,,"ASR_SUS","Suspicion",13310,264534532,82,20,1,4,18,12,21,26,,2,3,3,4,8,12581,263887632,47,47,8,
1108,2016,,"ASR_VAG","Vagrancy",13310,264534532,482,163,,13,90,98,129,152,3,10,41,24,46,39,12581,263887632,379,224,9,11
1109,2016,,"ASR_VAN","Vandalism",13310,264534532,26595,5484,498,2808,7365,4854,5507,5563,60,514,1572,1001,1134,1203,12581,263887632,21967,8794,359,626
1110,2016,,"ASR_WEAP","Weapons",13310,264534532,14084,1737,172,1170,2878,2488,3275,4101,30,221,415,302,373,396,12581,263887632,8442,6869,235,160
1051,2015,,"ASR_ARSON","Arson",13404,260792111,1828,347,100,423,565,304,255,181,9,70,110,74,44,40,12728,259649328,1586,490,25,58
1052,2015,,"ASR_AST","Aggravated Assault",13404,260792111,17266,5964,187,1453,3939,3219,3964,4504,36,490,1472,1146,1301,1519,12728,259649328,12694,9749,306,350
1053,2015,,"ASR_AST_SMP","Simple Assault",13404,260792111,68165,39519,1029,7557,17486,12659,14609,14825,187,3553,11533,8109,8473,7664,12728,259649328,61377,42899,1251,1389
1054,2015,,"ASR_BRG","Burglary",13404,260792111,25355,3807,195,1553,5764,5236,6177,6430,42,249,897,779,859,981,12728,259649328,15895,12417,353,361
1055,2015,,"ASR_CUR","Curfew and Loitering Law Violations",13404,260792111,25738,10131,216,1758,5475,5607,6883,5799,52,574,2375,2456,2791,1883,12728,259649328,18588,16149,491,424
1056,2015,,"ASR_DIS","Disorderly Conduct",13404,260792111,38053,20932,463,3801,10051,7684,8089,7965,90,1806,6495,4661,4265,3615,12728,259649328,31646,25259,507,1138
1057,2015,,"ASR_DRG","Drug Abuse Violations",13404,260792111,62609,16779,64,1252,7946,9668,16504,27175,17,440,2897,2829,4234,6362,12728,259649328,58681,17405,1163,1390
1058,2015,,"ASR_DRK","Drunkenness",13404,260792111,3235,1280,18,25,302,457,729,1704,5,18,204,218,324,511,12728,259649328,3710,417,64,289
1059,2015,,"ASR_DUI","Drive Under the Influence",13404,260792111,4004,1326,17,5,61,166,870,2885,3,,36,68,332,887,12728,259649328,4663,308,102,181
1060,2015,,"ASR_EMB","Embezzlement",13404,260792111,269,197,,3,14,11,81,160,,2,8,7,59,121,12728,259649328,267,178,8,6
1061,2015,,"ASR_FAM","Offenses Against the Family and Children",13404,260792111,1843,1074,75,136,466,380,355,431,65,68,262,187,240,252,12728,259649328,1796,922,23,143
1062,2015,,"ASR_FOR","Forgery and Counterfeiting",13404,260792111,626,215,5,15,61,63,144,338,2,2,23,27,48,113,12728,259649328,507,314,8,6
1063,2015,,"ASR_FRD","Fraud",13404,260792111,2445,1204,8,69,408,411,590,959,1,36,185,221,319,442,12728,259649328,1834,1646,54,63
1064,2015,,"ASR_GAM","Gambling",13404,260792111,325,32,1,10,33,62,104,115,,,1,4,10,17,12728,259649328,77,267,5,6
1065,2015,,"ASR_HOM","Murder and Nonnegligent Homicide",13404,260792111,608,41,,5,44,91,180,288,1,1,5,5,8,21,12728,259649328,240,397,3,6
1066,2015,,"ASR_LIQ","Liquor Laws",13404,260792111,20887,13904,9,146,1747,2994,5748,10243,6,150,1639,2294,3885,5930,12728,259649328,29995,2370,514,1382
1067,2015,,"ASR_LRC","Larceny",13404,260792111,76003,50926,436,4899,16977,14521,18282,20888,121,2484,9733,9559,13379,15650,12728,259649328,75276,46115,2419,1857
1068,2015,,"ASR_MAN","Manslaughter by Negligence",13404,260792111,31,2,1,2,6,3,8,11,,,,,1,1,12728,259649328,16,15,,2
1069,2015,,"ASR_MVT","Motor Vehicle Theft",13404,260792111,9553,2058,21,218,1704,2228,2711,2671,4,52,517,516,511,458,12728,259649328,5709,5544,116,181
1070,2015,,"ASR_OTH","All Other Offenses",13404,260792111,98700,37520,747,4216,18046,18688,25413,31590,208,1771,8322,7817,9254,10148,12728,259649328,89754,40312,2224,2396
1071,2015,,"ASR_PRS","Prostitution and Commercialized Vice",13404,260792111,130,363,5,18,18,18,25,46,,5,43,56,95,164,12728,259649328,176,298,11,8
1072,2015,,"ASR_ROB","Robbery",13404,260792111,13249,1554,16,307,2206,2811,3632,4277,1,37,310,358,405,443,12728,259649328,4274,10240,194,60
1073,2015,,"ASR_RPE","Rape",13404,260792111,2804,115,26,309,771,517,549,632,1,15,47,20,16,16,12728,259649328,1879,927,38,42
1074,2015,,"ASR_RUN","Runaway",13404,260792111,20757,23199,242,1325,5271,5083,5538,3298,101,1084,6634,5941,5949,3490,12728,259649328,28864,12105,1799,932
1075,2015,,"ASR_SEX","Sex Offenses",13404,260792111,6173,898,102,775,2047,1085,1065,1099,19,103,318,170,165,123,12728,259649328,4954,1842,130,75
1076,2015,,"ASR_STP","Stolen Property",13404,260792111,7110,1381,21,225,1237,1489,1956,2182,2,46,347,290,305,391,12728,259649328,3566,4696,105,74
1077,2015,,"ASR_SUS","Suspicion",13404,260792111,115,39,4,10,29,22,26,24,1,2,7,7,11,11,12728,259649328,102,37,,11
1078,2015,,"ASR_VAG","Vagrancy",13404,260792111,647,217,3,30,130,144,169,171,2,11,47,56,56,45,12728,259649328,486,338,9,26
1079,2015,,"ASR_VAN","Vandalism",13404,260792111,27990,5694,509,2890,7483,5153,5952,6003,65,530,1628,1065,1138,1268,12728,259649328,23328,9079,437,526
1080,2015,,"ASR_WEAP","Weapons",13404,260792111,13871,1689,167,1073,2978,2398,3242,4013,13,193,463,290,352,378,12728,259649328,8615,6459,255,138
1021,2014,,"ASR_ARSON","Arson",12854,255852212,2209,329,128,402,758,360,334,227,14,52,119,64,37,43,12220,254957718,1815,619,38,32
1022,2014,,"ASR_AST","Aggravated Assault",12854,255852212,18108,6124,213,1579,4023,3334,4128,4831,48,471,1550,1244,1424,1387,12220,254957718,13285,10201,338,253
1023,2014,,"ASR_AST_SMP","Simple Assault",12854,255852212,72250,40809,1127,7892,18930,13394,15313,15594,233,3644,11873,8169,8918,7972,12220,254957718,63598,46286,1110,1291
1024,2014,,"ASR_BRG","Burglary",12854,255852212,28837,3826,231,1714,6143,5936,7070,7743,41,237,901,761,875,1011,12220,254957718,18239,13558,407,297
1025,2014,,"ASR_CUR","Curfew and Loitering Law Violations",12854,255852212,30542,11700,354,2273,6923,6517,7730,6745,73,719,2856,2600,3105,2347,12220,254957718,21715,19254,576,468
1026,2014,,"ASR_DIS","Disorderly Conduct",12854,255852212,43033,22339,541,3950,11246,8269,9338,9689,82,1881,6661,4905,4746,4064,12220,254957718,34564,28905,458,830
1027,2014,,"ASR_DRG","Drug Abuse Violations",12854,255852212,72900,18028,111,1563,9811,11829,19362,30224,23,492,3228,3186,4447,6652,12220,254957718,66910,20704,1367,1251
1028,2014,,"ASR_DRK","Drunkenness",12854,255852212,3720,1473,12,21,341,503,851,1992,1,17,219,272,313,651,12220,254957718,4443,501,78,126
1029,2014,,"ASR_DUI","Drive Under the Influence",12854,255852212,4136,1432,40,3,50,162,923,2958,5,6,36,78,359,948,12220,254957718,4986,322,95,104
1030,2014,,"ASR_EMB","Embezzlement",12854,255852212,212,156,1,5,8,17,52,129,1,1,6,5,48,95,12220,254957718,217,139,6,4
1031,2014,,"ASR_FAM","Offenses Against the Family and Children",12854,255852212,1681,1038,42,150,403,329,325,432,11,74,298,217,219,219,12220,254957718,1726,870,18,79
1032,2014,,"ASR_FOR","Forgery and Counterfeiting",12854,255852212,692,262,2,13,85,91,153,348,1,1,21,29,74,136,12220,254957718,590,342,10,4
1033,2014,,"ASR_FRD","Fraud",12854,255852212,2337,1128,4,89,331,422,585,906,6,42,186,177,306,411,12220,254957718,1988,1331,37,64
1034,2014,,"ASR_GAM","Gambling",12854,255852212,399,53,,3,54,87,109,146,,,10,9,16,18,12220,254957718,90,349,9,2
1035,2014,,"ASR_HOM","Murder and Nonnegligent Homicide",12854,255852212,555,49,6,3,35,67,157,287,,,5,7,21,16,12220,254957718,251,340,6,5
1036,2014,,"ASR_LIQ","Liquor Laws",12854,255852212,25740,16794,21,162,1864,3533,7056,13104,13,157,1744,2886,4729,7265,12220,254957718,37006,3055,638,1315
1037,2014,,"ASR_LRC","Larceny",12854,255852212,86091,58987,520,5499,19660,16262,20477,23673,207,2920,11639,11253,15134,17834,12220,254957718,86910,52316,2249,2163
1038,2014,,"ASR_MAN","Manslaughter by Negligence",12854,255852212,34,9,,1,4,7,7,15,,1,,,4,4,12220,254957718,32,10,,
1039,2014,,"ASR_MVT","Motor Vehicle Theft",12854,255852212,8497,1712,17,182,1649,1939,2330,2380,1,37,436,402,432,404,12220,254957718,5178,4733,114,111
1040,2014,,"ASR_OTH","All Other Offenses",12854,255852212,108410,40397,871,4603,19816,20687,27679,34754,286,1862,9070,8375,9879,10925,12220,254957718,98604,45048,1637,1964
1041,2014,,"ASR_PRS","Prostitution and Commercialized Vice",12854,255852212,129,461,,5,23,20,26,55,2,5,40,70,109,235,12220,254957718,266,310,7,6
1042,2014,,"ASR_ROB","Robbery",12854,255852212,14044,1579,14,342,2454,2920,3829,4485,5,36,326,337,421,454,12220,254957718,4261,11048,147,85
1043,2014,,"ASR_RPE","Rape",12854,255852212,2567,112,23,289,704,499,483,569,2,11,33,27,16,23,12220,254957718,1732,878,28,19
1044,2014,,"ASR_RUN","Runaway",12854,255852212,22845,23253,298,1667,5972,5415,5785,3708,93,1091,6708,5932,6103,3326,12220,254957718,30122,14025,821,803
1045,2014,,"ASR_SEX","Sex Offenses",12854,255852212,6797,806,107,844,2308,1252,1069,1217,23,99,283,172,128,101,12220,254957718,5465,1861,132,72
1046,2014,,"ASR_STP","Stolen Property",12854,255852212,7035,1363,18,222,1296,1447,1854,2198,1,58,297,325,314,368,12220,254957718,3803,4396,87,71
1047,2014,,"ASR_SUS","Suspicion",12854,255852212,256,99,5,8,44,119,43,37,1,15,27,14,38,4,12220,254957718,189,163,1,
1048,2014,,"ASR_VAG","Vagrancy",12854,255852212,605,161,3,12,123,168,137,162,,10,36,31,40,44,12220,254957718,489,251,5,8
1049,2014,,"ASR_VAN","Vandalism",12854,255852212,30744,5713,680,3260,8143,5846,6328,6487,86,565,1602,1037,1176,1247,12220,254957718,26095,9184,380,500
1050,2014,,"ASR_WEAP","Weapons",12854,255852212,14870,1776,276,1270,3276,2612,3365,4071,21,179,503,352,353,368,12220,254957718,9534,6674,241,113
991,2013,,"ASR_ARSON","Arson",12397,257195726,2516,455,148,472,826,415,347,308,24,71,157,81,63,59,11925,248045485,2180,698,35,43
992,2013,,"ASR_AST","Aggravated Assault",12397,257195726,18787,6585,206,1608,4246,3451,4302,4974,41,519,1747,1316,1494,1468,11925,248045485,13725,10930,304,309
993,2013,,"ASR_AST_SMP","Simple Assault",12397,257195726,76233,43570,1191,8462,20269,14137,16006,16168,236,3926,12846,9052,9152,8358,11925,248045485,68137,48380,1089,1483
994,2013,,"ASR_BRG","Burglary",12397,257195726,30989,4048,208,1729,6504,6017,7786,8745,35,236,883,831,920,1143,11925,248045485,20099,14002,448,332
995,2013,,"ASR_CUR","Curfew and Loitering Law Violations",12397,257195726,34621,13719,309,2182,7658,7603,9018,7851,59,732,3279,3251,3544,2854,11925,248045485,25271,21467,666,633
996,2013,,"ASR_DIS","Disorderly Conduct",12397,257195726,50823,26764,535,4539,13958,10129,10644,11018,120,2333,8417,5775,5408,4711,11925,248045485,41193,34317,574,899
997,2013,,"ASR_DRG","Drug Abuse Violations",12397,257195726,78273,17469,74,1782,10758,12710,20560,32389,13,485,3265,3169,4321,6216,11925,248045485,69533,22996,1365,1248
998,2013,,"ASR_DRK","Drunkenness",12397,257195726,4355,1612,14,31,389,648,1016,2257,4,25,238,295,386,664,11925,248045485,5134,554,96,143
999,2013,,"ASR_DUI","Drive Under the Influence",12397,257195726,4563,1504,10,7,69,191,1004,3282,3,3,30,62,343,1063,11925,248045485,5478,317,103,114
1000,2013,,"ASR_EMB","Embezzlement",12397,257195726,213,114,1,6,22,19,55,110,,,8,8,25,73,11925,248045485,197,112,7,8
1001,2013,,"ASR_FAM","Offenses Against the Family and Children",12397,257195726,1375,873,29,102,321,301,258,364,12,57,234,207,185,178,11925,248045485,1481,652,13,90
1002,2013,,"ASR_FOR","Forgery and Counterfeiting",12397,257195726,605,247,3,11,57,70,128,336,,9,15,20,59,144,11925,248045485,528,297,18,6
1003,2013,,"ASR_FRD","Fraud",12397,257195726,2448,1177,9,113,412,370,631,913,1,31,150,185,304,506,11925,248045485,2092,1382,55,73
1004,2013,,"ASR_GAM","Gambling",12397,257195726,571,45,,10,76,82,163,240,,4,14,5,7,15,11925,248045485,59,557,7,
1005,2013,,"ASR_HOM","Murder and Nonnegligent Homicide",12397,257195726,554,73,,8,48,81,146,271,,1,17,12,20,23,11925,248045485,238,371,7,10
1006,2013,,"ASR_LIQ","Liquor Laws",12397,257195726,49895,39203,23,174,2235,14088,8351,25024,15,148,2069,13272,5380,18319,11925,248045485,42583,3599,658,1739
1007,2013,,"ASR_LRC","Larceny",12397,257195726,100911,72212,521,6087,20286,17579,21607,34831,174,3475,12865,11593,15693,28412,11925,248045485,91579,55225,2703,2389
1008,2013,,"ASR_MAN","Manslaughter by Negligence",12397,257195726,31,6,,3,7,2,6,13,,1,1,1,,3,11925,248045485,26,11,,
1009,2013,,"ASR_MVT","Motor Vehicle Theft",12397,257195726,17914,11656,15,186,11510,1763,2185,2255,4,45,10411,398,450,348,11925,248045485,5132,4141,120,133
1010,2013,,"ASR_OTH","All Other Offenses",12397,257195726,126201,52185,917,4877,30430,22125,29624,38228,263,1827,19158,8867,10530,11540,11925,248045485,106033,46661,1820,2302
1011,2013,,"ASR_PRS","Prostitution and Commercialized Vice",12397,257195726,132,524,1,3,15,13,32,68,,2,40,67,148,267,11925,248045485,242,406,3,4
1012,2013,,"ASR_ROB","Robbery",12397,257195726,14562,1540,13,379,2501,2938,4025,4706,1,40,321,353,426,399,11925,248045485,4391,11479,139,63
1013,2013,,"ASR_RPE","Rape",12397,257195726,2388,113,19,253,683,412,451,570,3,15,44,23,17,11,11925,248045485,1544,860,37,22
1014,2013,,"ASR_RUN","Runaway",12397,257195726,21342,24616,214,1343,5661,5071,5817,3236,100,1066,6831,6486,6538,3595,11925,248045485,30765,13154,826,972
1015,2013,,"ASR_SEX","Sex Offenses",12397,257195726,7265,936,128,1044,2407,1225,1213,1248,20,130,305,197,163,121,11925,248045485,5827,2116,116,65
1016,2013,,"ASR_STP","Stolen Property",12397,257195726,7102,1368,15,220,1381,1396,1873,2217,4,63,290,318,344,349,11925,248045485,4268,3988,94,81
1017,2013,,"ASR_SUS","Suspicion",12397,257195726,132,51,9,14,40,26,26,17,2,8,17,6,11,7,11925,248045485,146,30,7,
1018,2013,,"ASR_VAG","Vagrancy",12397,257195726,588,168,2,21,107,126,149,183,1,12,44,35,28,48,11925,248045485,513,216,20,2
1019,2013,,"ASR_VAN","Vandalism",12397,257195726,32101,6028,616,3555,8103,6053,6658,7116,87,652,1549,1150,1256,1334,11925,248045485,27869,9075,363,517
1020,2013,,"ASR_WEAP","Weapons",12397,257195726,15080,1760,284,1321,3383,2688,3314,4090,36,215,495,339,345,330,11925,248045485,9966,6378,270,142
961,2012,,"ASR_ARSON","Arson",12850,254953025,3008,531,168,618,975,477,412,358,17,108,205,79,62,60,12341,254321505,2539,888,46,21
962,2012,,"ASR_AST","Aggravated Assault",12850,254953025,21758,7599,241,1918,4845,3960,5034,5760,40,578,2025,1594,1735,1627,12341,254321505,15900,12329,389,316
963,2012,,"ASR_AST_SMP","Simple Assault",12850,254953025,88012,50960,1336,9625,23300,15982,18428,19341,294,4396,15004,10562,10853,9851,12341,254321505,80015,53541,1665,1559
964,2012,,"ASR_BRG","Burglary",12850,254953025,38650,5158,291,2198,8130,7504,9518,11009,55,324,1213,998,1177,1391,12341,254321505,25335,16833,602,367
965,2012,,"ASR_CUR","Curfew and Loitering Law Violations",12850,254953025,42194,17084,260,2227,9109,9272,11246,10080,67,778,4263,4001,4395,3580,12341,254321505,33772,23388,1008,890
966,2012,,"ASR_DIS","Disorderly Conduct",12850,254953025,62817,34400,540,5719,17218,12276,13335,13729,127,2638,10821,7553,7255,6006,12341,254321505,52837,40951,769,1133
967,2012,,"ASR_DRG","Drug Abuse Violations",12850,254953025,92800,19117,103,1959,12838,15114,24743,38043,19,543,3663,3431,4700,6761,12341,254321505,80845,25825,1719,1246
968,2012,,"ASR_DRK","Drunkenness",12850,254953025,5725,2171,22,44,531,833,1294,3001,5,23,318,425,545,855,12341,254321505,6869,710,112,170
969,2012,,"ASR_DUI","Drive Under the Influence",12850,254953025,5595,1933,14,8,86,212,1243,4032,6,4,28,88,468,1339,12341,254321505,6800,376,103,127
970,2012,,"ASR_EMB","Embezzlement",12850,254953025,212,139,,4,15,21,55,117,,,5,6,42,86,12341,254321505,221,116,8,5
971,2012,,"ASR_FAM","Offenses Against the Family and Children",12850,254953025,1711,1039,42,113,362,328,414,452,13,82,266,216,228,234,12341,254321505,1843,749,17,108
972,2012,,"ASR_FOR","Forgery and Counterfeiting",12850,254953025,822,344,4,16,104,90,194,414,,5,31,33,78,197,12341,254321505,756,346,13,8
973,2012,,"ASR_FRD","Fraud",12850,254953025,2588,1247,11,80,401,398,682,1016,4,32,182,195,339,495,12341,254321505,2113,1485,52,59
974,2012,,"ASR_GAM","Gambling",12850,254953025,705,44,,10,59,128,225,283,1,,8,4,10,21,12341,254321505,78,659,6,1
975,2012,,"ASR_HOM","Murder and Nonnegligent Homicide",12850,254953025,529,53,,10,47,73,154,245,1,,7,7,13,25,12341,254321505,267,303,1,10
976,2012,,"ASR_LIQ","Liquor Laws",12850,254953025,39598,26019,26,240,2917,5122,11269,20024,17,206,2918,4530,7325,11023,12341,254321505,56969,4582,1026,2027
977,2012,,"ASR_LRC","Larceny",12850,254953025,106858,76966,607,7347,24123,20269,25461,29051,235,4433,16487,14400,19295,22116,12341,254321505,111141,62962,4050,2589
978,2012,,"ASR_MAN","Manslaughter by Negligence",12850,254953025,52,11,,,3,8,13,28,,1,,2,5,3,12341,254321505,44,16,2,
979,2012,,"ASR_MVT","Motor Vehicle Theft",12850,254953025,8974,1657,10,196,1610,2032,2566,2560,,41,371,396,429,420,12341,254321505,6012,4122,168,150
980,2012,,"ASR_OTH","All Other Offenses",12850,254953025,142134,51737,987,5890,25541,26807,36500,46409,329,2247,11286,11222,12973,13680,12341,254321505,129599,53989,3869,2641
981,2012,,"ASR_PRS","Prostitution and Commercialized Vice",12850,254953025,150,478,,2,19,18,47,64,,3,23,68,140,244,12341,254321505,250,363,8,
982,2012,,"ASR_ROB","Robbery",12850,254953025,15650,1747,29,371,2598,3132,4295,5225,,53,351,363,471,509,12341,254321505,5005,11778,272,89
983,2012,,"ASR_RPE","Rape",12850,254953025,2099,33,6,191,585,364,423,530,1,3,11,4,5,9,12341,254321505,1351,708,24,24
984,2012,,"ASR_RUN","Runaway",12850,254953025,27599,30248,260,1671,7177,6636,7528,4327,128,1299,8362,7920,8085,4454,12341,254321505,38242,15776,2547,1087
985,2012,,"ASR_SEX","Sex Offenses",12850,254953025,9069,1010,161,1350,3035,1508,1462,1553,25,149,342,207,153,134,12341,254321505,6942,2647,151,96
986,2012,,"ASR_STP","Stolen Property",12850,254953025,8846,1714,23,298,1610,1784,2288,2843,6,76,376,356,443,457,12341,254321505,5358,4669,131,94
987,2012,,"ASR_SUS","Suspicion",12850,254953025,196,72,4,18,44,43,52,35,1,9,20,13,16,13,12341,254321505,200,66,2,
988,2012,,"ASR_VAG","Vagrancy",12850,254953025,892,260,1,28,187,213,234,229,,18,62,65,64,51,12341,254321505,716,419,4,4
989,2012,,"ASR_VAN","Vandalism",12850,254953025,40755,7679,787,4395,10731,7442,8662,8738,107,866,2090,1416,1592,1608,12341,254321505,35091,10719,540,622
990,2012,,"ASR_WEAP","Weapons",12850,254953025,18041,1929,378,1651,4045,3094,4006,4867,39,214,495,371,394,416,12341,254321505,11891,7364,343,148
931,2011,,"ASR_ARSON","Arson",12628,250795788,3277,546,190,612,1070,531,489,385,14,95,195,101,86,55,12167,250082691,2779,959,48,28
932,2011,,"ASR_AST","Aggravated Assault",12628,250795788,24202,8041,264,2074,5328,4285,5543,6708,41,613,2054,1583,1835,1915,12167,250082691,17954,13470,326,391
933,2011,,"ASR_AST_SMP","Simple Assault",12628,250795788,97610,53904,1390,10814,25642,17870,20443,21451,276,4446,15562,10952,11752,10916,12167,250082691,89629,57895,1592,1753
934,2011,,"ASR_BRG","Burglary",12628,250795788,43474,5745,361,2507,8868,8349,10665,12724,58,351,1273,1172,1416,1475,12167,250082691,29373,18788,507,406
935,2011,,"ASR_CUR","Curfew and Loitering Law Violations",12628,250795788,43178,18159,119,1669,8626,9429,12375,10960,52,748,4364,4146,4799,4050,12167,250082691,37554,21737,913,842
936,2011,,"ASR_DIS","Disorderly Conduct",12628,250795788,71948,38189,507,6762,19226,14143,15632,15678,97,3086,11800,8344,7928,6934,12167,250082691,62656,44798,804,1252
937,2011,,"ASR_DRG","Drug Abuse Violations",12628,250795788,97747,19693,100,2016,13659,16640,26113,39219,20,522,3794,3551,4906,6900,12167,250082691,86884,27157,1536,1328
938,2011,,"ASR_DRK","Drunkenness",12628,250795788,6742,2400,11,60,596,1017,1591,3467,4,34,390,450,564,958,12167,250082691,7918,877,85,216
939,2011,,"ASR_DUI","Drive Under the Influence",12628,250795788,6009,2053,4,17,68,234,1313,4373,2,7,33,73,470,1468,12167,250082691,7318,429,99,159
940,2011,,"ASR_EMB","Embezzlement",12628,250795788,201,129,,5,14,12,48,122,,3,10,7,28,81,12167,250082691,216,104,6,1
941,2011,,"ASR_FAM","Offenses Against the Family and Children",12628,250795788,1726,1084,37,121,356,324,409,479,19,61,276,197,247,284,12167,250082691,1926,750,17,69
942,2011,,"ASR_FOR","Forgery and Counterfeiting",12628,250795788,890,363,4,27,104,147,171,437,1,7,21,40,85,209,12167,250082691,830,397,17,6
943,2011,,"ASR_FRD","Fraud",12628,250795788,2667,1417,9,85,342,432,650,1149,4,42,160,269,392,550,12167,250082691,2443,1514,48,41
944,2011,,"ASR_GAM","Gambling",12628,250795788,722,48,1,3,66,124,210,318,,1,12,8,10,17,12167,250082691,93,668,7,2
945,2011,,"ASR_HOM","Murder and Nonnegligent Homicide",12628,250795788,614,59,1,10,54,93,157,299,,1,7,17,13,21,12167,250082691,304,360,3,5
946,2011,,"ASR_LIQ","Liquor Laws",12628,250795788,44186,29260,39,250,3038,5767,12491,22601,21,340,3288,4875,8296,12440,12167,250082691,64487,4975,940,2431
947,2011,,"ASR_LRC","Larceny",12628,250795788,116322,90245,718,7848,25298,22334,28045,32079,268,5279,19154,17413,22698,25433,12167,250082691,130065,68517,3937,2922
948,2011,,"ASR_MAN","Manslaughter by Negligence",12628,250795788,45,7,1,1,1,9,9,24,,,1,1,3,2,12167,250082691,36,15,,1
949,2011,,"ASR_MVT","Motor Vehicle Theft",12628,250795788,9379,1760,11,191,1600,2109,2639,2829,4,44,377,414,466,455,12167,250082691,6178,4650,136,140
950,2011,,"ASR_OTH","All Other Offenses",12628,250795788,157097,56244,849,6419,27335,29907,41025,51562,284,2488,12167,12109,14051,15145,12167,250082691,146214,59236,3644,2640
951,2011,,"ASR_PRS","Prostitution and Commercialized Vice",12628,250795788,184,584,,1,22,27,52,82,,6,41,86,151,300,12167,250082691,270,486,8,1
