"id","year","state_abbr","offense_code","offense_name","agencies","population","total_male","total_female","m_0_9","m_10_12","m_13_14","m_15","m_16","m_17","f_0_9","f_10_12","f_13_14","f_15","f_16","f_17","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
551,1998,,"ASR_FAM","Offenses Against the Family and Children",9606,194637946,4353,2590,198,386,938,818,965,1048,116,200,706,560,545,463,9325,193511075,5434,1283,113,50
552,1998,,"ASR_FOR","Forgery and Counterfeiting",9606,194637946,3398,1804,21,79,331,464,913,1590,10,46,171,257,468,852,9325,193511075,3957,1080,97,46
553,1998,,"ASR_FRD","Fraud",9606,194637946,12469,4346,71,528,2522,2921,2579,3848,28,199,999,953,812,1355,9325,193511075,8764,7401,526,54
554,1998,,"ASR_GAM","Gambling",9606,194637946,1390,41,7,15,166,243,396,563,2,2,6,8,8,15,9325,193511075,249,1166,16,
555,1998,,"ASR_HOM","Murder and Nonnegligent Homicide",9606,194637946,1469,118,5,11,114,236,397,706,1,,16,25,41,35,9325,193511075,718,790,40,38
556,1998,,"ASR_LIQ","Liquor Laws",9606,194637946,84104,34915,162,549,5869,11334,25798,40392,53,426,4440,6489,10220,13287,9325,193511075,105876,8098,1098,3020
557,1998,,"ASR_LRC","Larceny",9606,194637946,203724,108235,4677,24432,54577,36897,41447,41694,1422,11362,31137,21073,22029,21212,9325,193511075,215794,82665,6825,4484
558,1998,,"ASR_MAN","Manslaughter by Negligence",9606,194637946,116,21,1,6,11,13,31,54,,,2,2,9,8,9325,193511075,93,35,2,7
559,1998,,"ASR_MVT","Motor Vehicle Theft",9606,194637946,32968,6738,142,1018,6716,7393,8848,8851,17,260,1956,1698,1565,1242,9325,193511075,24012,14170,816,538
560,1998,,"ASR_OTH","All Other Offenses",9606,194637946,256266,81289,3276,13633,46713,46358,65302,80984,785,4363,20359,18042,19352,18388,9325,193511075,239390,85350,5551,2950
561,1998,,"ASR_PRS","Prostitution and Commercialized Vice",9606,194637946,548,633,2,12,58,62,145,269,11,9,55,95,151,312,9325,193511075,618,535,17,11
562,1998,,"ASR_ROB","Robbery",9606,194637946,27122,2864,154,1262,5267,5533,7002,7904,17,151,746,625,658,667,9325,193511075,11856,17420,507,158
563,1998,,"ASR_RPE","Rape",9606,194637946,3917,73,90,391,949,675,782,1030,3,18,23,7,13,9,9325,193511075,2274,1562,34,42
564,1998,,"ASR_RUN","Runaway",9606,194637946,49460,69042,1035,4053,13966,12340,12058,6008,593,4056,23746,18651,15689,6307,9325,193511075,92310,20915,3965,1241
565,1998,,"ASR_SEX","Sex Offenses",9606,194637946,11144,852,438,1696,3501,1831,1792,1886,55,143,254,142,128,130,9325,193511075,8259,3509,125,85
566,1998,,"ASR_STP","Stolen Property",9606,194637946,21887,3229,145,1055,4352,4179,5402,6754,20,153,776,702,748,830,9325,193511075,14941,9450,405,243
567,1998,,"ASR_SUS","Suspicion",9606,194637946,739,228,10,34,132,146,181,236,7,13,51,31,60,66,9325,193511075,746,189,9,8
568,1998,,"ASR_VAG","Vagrancy",9606,194637946,2457,481,17,60,422,465,639,854,9,27,109,97,108,131,9325,193511075,1876,1008,30,24
569,1998,,"ASR_VAN","Vandalism",9606,194637946,82334,11197,3702,10806,21508,14627,16209,15482,355,1380,3361,1997,2147,1957,9325,193511075,74465,16457,1121,997
570,1998,,"ASR_WEAP","Weapons",9606,194637946,30898,3223,501,2279,6671,5556,7207,8684,41,301,966,684,645,586,9325,193511075,21924,11308,494,254
511,1997,,"ASR_ARSON","Arson",9491,194904041,6412,816,850,1485,1968,850,706,553,64,164,285,104,131,68,9219,194323064,5654,1412,100,49
512,1997,,"ASR_AST","Aggravated Assault",9491,194904041,45720,12118,846,3882,9752,7837,10899,12504,99,877,3362,2499,2712,2569,9219,194323064,33454,22776,961,561
513,1997,,"ASR_AST_SMP","Simple Assault",9491,194904041,125203,51133,3154,15058,32685,21942,25770,26594,595,4958,16141,10355,10037,9047,9219,194323064,109730,61751,2435,2105
514,1997,,"ASR_BRG","Burglary",9491,194904041,84366,9748,1978,8040,21256,16490,18195,18407,303,1064,2837,1899,1878,1767,9219,194323064,68158,23030,1599,1183
515,1997,,"ASR_CUR","Curfew and Loitering Law Violations",9491,194904041,109537,46913,788,5349,22872,24445,31851,24232,222,2115,12400,11412,12312,8452,9219,194323064,107866,44043,2307,2095
516,1997,,"ASR_DIS","Disorderly Conduct",9491,194904041,121757,41970,1497,10046,28215,23397,27789,30813,294,3342,12910,9347,8636,7441,9219,194323064,104382,56076,1594,1567
517,1997,,"ASR_DRG","Drug Abuse Violations",9491,194904041,145850,22091,331,2336,19213,25457,41656,56857,45,690,4352,4205,5601,7198,9219,194323064,106455,58476,1557,1198
518,1997,,"ASR_DRK","Drunkenness",9491,194904041,14041,2795,95,120,1268,2039,3189,7330,12,60,559,543,598,1023,9219,194323064,14925,1478,106,289
519,1997,,"ASR_DUI","Drive Under the Influence",9491,194904041,10819,2190,71,15,142,446,2762,7383,13,9,52,129,623,1364,9219,194323064,11791,738,137,237
520,1997,,"ASR_EMB","Embezzlement",9491,194904041,534,432,4,7,23,42,160,298,,5,9,27,115,276,9219,194323064,601,338,18,6
521,1997,,"ASR_FAM","Offenses Against the Family and Children",9491,194904041,4453,2683,159,337,986,816,1055,1100,91,209,773,574,512,524,9219,194323064,5430,1451,163,55
522,1997,,"ASR_FOR","Forgery and Counterfeiting",9491,194904041,3849,2443,25,76,363,486,1110,1789,12,34,242,376,738,1041,9219,194323064,4802,1309,124,53
523,1997,,"ASR_FRD","Fraud",9491,194904041,13214,4391,68,539,2800,2882,2888,4037,48,168,922,891,857,1505,9219,194323064,9592,7424,485,91
524,1997,,"ASR_GAM","Gambling",9491,194904041,2066,75,1,29,226,356,598,856,,1,11,13,17,33,9219,194323064,311,1804,23,3
525,1997,,"ASR_HOM","Murder and Nonnegligent Homicide",9491,194904041,1771,115,4,18,126,267,530,826,,1,26,19,31,38,9219,194323064,762,1073,43,8
526,1997,,"ASR_LIQ","Liquor Laws",9491,194904041,81908,34922,144,652,6364,11195,24654,38899,55,485,4873,6513,9928,13068,9219,194323064,104267,7491,1192,3666
527,1997,,"ASR_LRC","Larceny",9491,194904041,240865,125132,5501,29562,65518,44058,48579,47647,1633,14110,36490,23943,25281,23675,9219,194323064,254790,96314,8720,5415
528,1997,,"ASR_MAN","Manslaughter by Negligence",9491,194904041,143,27,4,10,16,24,28,61,,,8,5,6,8,9219,194323064,119,47,1,2
529,1997,,"ASR_MVT","Motor Vehicle Theft",9491,194904041,42098,7983,128,1327,8832,9527,11452,10832,20,303,2277,2061,1867,1455,9219,194323064,28933,19111,1130,834
530,1997,,"ASR_OTH","All Other Offenses",9491,194904041,266149,83251,3701,14342,50532,49669,67003,80902,916,4457,21594,18813,19669,17802,9219,194323064,251804,86066,6929,3647
531,1997,,"ASR_PRS","Prostitution and Commercialized Vice",9491,194904041,517,608,12,11,48,68,121,257,1,6,78,94,149,280,9219,194323064,641,461,11,12
532,1997,,"ASR_ROB","Robbery",9491,194904041,32971,3447,188,1566,6688,6768,8440,9321,17,190,973,753,771,743,9219,194323064,14129,21361,677,216
533,1997,,"ASR_RPE","Rape",9491,194904041,4049,78,74,395,1038,708,840,994,4,7,26,19,16,6,9219,194323064,2261,1796,34,33
534,1997,,"ASR_RUN","Runaway",9491,194904041,60481,83929,1006,5000,17658,14993,14523,7301,502,4968,29478,23152,18709,7120,9219,194323064,111553,25699,4972,1662
535,1997,,"ASR_SEX","Sex Offenses",9491,194904041,12833,1177,548,1895,4083,2132,2091,2084,62,176,385,216,176,162,9219,194323064,9654,4082,136,120
536,1997,,"ASR_STP","Stolen Property",9491,194904041,24988,3707,166,1232,5056,4870,6350,7314,18,191,928,776,870,924,9219,194323064,17100,10682,499,345
537,1997,,"ASR_SUS","Suspicion",9491,194904041,872,262,9,48,145,153,204,313,4,5,45,51,77,80,9219,194323064,686,439,7,2
538,1997,,"ASR_VAG","Vagrancy",9491,194904041,2457,427,23,85,430,495,660,764,3,14,108,114,83,105,9219,194323064,1850,996,21,17
539,1997,,"ASR_VAN","Vandalism",9491,194904041,88772,11717,4047,12347,23469,15421,17395,16093,414,1457,3558,2077,2145,2066,9219,194323064,79578,18166,1359,1225
540,1997,,"ASR_WEAP","Weapons",9491,194904041,35665,3692,510,2430,7608,6551,8543,10023,49,340,1109,778,741,675,9219,194323064,24782,13539,651,354
481,1996,,"ASR_ARSON","Arson",10046,195867829,6648,837,874,1470,2102,874,735,593,77,208,287,122,75,68,9695,195243072,5972,1337,82,81
482,1996,,"ASR_AST","Aggravated Assault",10046,195867829,46550,11809,906,3611,9860,8452,11094,12627,112,833,3218,2469,2623,2554,9695,195243072,33734,23074,863,598
483,1996,,"ASR_AST_SMP","Simple Assault",10046,195867829,127368,48758,3316,14613,33260,23014,25857,27308,542,4519,15629,10021,9720,8327,9695,195243072,109808,61447,2683,1989
484,1996,,"ASR_BRG","Burglary",10046,195867829,90753,10216,2207,8260,23068,18188,19564,19466,312,1136,2988,2055,1973,1752,9695,195243072,74569,23321,1622,1327
485,1996,,"ASR_CUR","Curfew and Loitering Law Violations",10046,195867829,101045,41954,766,4183,21298,23051,29141,22606,176,1766,11272,10391,11194,7155,9695,195243072,103646,34986,2493,1662
486,1996,,"ASR_DIS","Disorderly Conduct",10046,195867829,123594,39267,1576,9182,28720,23954,29057,31105,287,2992,12021,8570,8261,7136,9695,195243072,103058,56816,1412,1437
487,1996,,"ASR_DRG","Drug Abuse Violations",10046,195867829,141842,20856,235,2364,19312,25728,40134,54069,56,628,4504,4000,5375,6293,9695,195243072,101299,58582,1476,1108
488,1996,,"ASR_DRK","Drunkenness",10046,195867829,14215,2993,82,156,1443,2158,3606,6770,15,60,659,636,736,887,9695,195243072,15168,1560,110,366
489,1996,,"ASR_DUI","Drive Under the Influence",10046,195867829,11161,2125,98,28,130,441,2973,7491,20,6,61,126,622,1290,9695,195243072,12024,743,150,260
490,1996,,"ASR_EMB","Embezzlement",10046,195867829,543,431,2,8,36,39,180,278,3,3,17,19,153,236,9695,195243072,611,348,12,2
491,1996,,"ASR_FAM","Offenses Against the Family and Children",10046,195867829,4011,2389,123,290,801,793,932,1072,80,127,669,519,549,445,9695,195243072,4779,1358,151,56
492,1996,,"ASR_FOR","Forgery and Counterfeiting",10046,195867829,4124,2357,16,75,365,597,1133,1938,8,49,275,341,700,984,9695,195243072,5044,1271,89,64
493,1996,,"ASR_FRD","Fraud",10046,195867829,13537,4648,66,552,3109,3701,2483,3626,26,203,1195,1007,845,1372,9695,195243072,9749,7798,553,80
494,1996,,"ASR_GAM","Gambling",10046,195867829,2213,68,5,35,247,408,668,850,,1,11,15,16,25,9695,195243072,334,1934,12,1
495,1996,,"ASR_HOM","Murder and Nonnegligent Homicide",10046,195867829,2042,143,7,14,197,332,620,872,1,2,28,31,39,42,9695,195243072,858,1252,61,14
496,1996,,"ASR_LIQ","Liquor Laws",10046,195867829,80732,33949,133,557,6410,11580,23834,38218,60,455,4906,6465,9939,12124,9695,195243072,103877,6372,983,3078
497,1996,,"ASR_LRC","Larceny",10046,195867829,253770,127797,6118,30466,69142,47265,51485,49294,1820,13814,38340,24784,25760,23279,9695,195243072,269525,96409,9076,5745
498,1996,,"ASR_MAN","Manslaughter by Negligence",10046,195867829,104,14,2,5,12,16,15,54,,1,1,5,5,2,9695,195243072,78,34,5,1
499,1996,,"ASR_MVT","Motor Vehicle Theft",10046,195867829,47463,8396,187,1420,10191,11427,12574,11664,12,301,2541,2213,1935,1394,9695,195243072,32228,21307,1452,826
500,1996,,"ASR_OTH","All Other Offenses",10046,195867829,261801,78906,3870,14318,51173,50003,64925,77512,1123,4163,21271,17898,18328,16123,9695,195243072,242725,87469,6388,3527
501,1996,,"ASR_PRS","Prostitution and Commercialized Vice",10046,195867829,530,583,8,13,49,62,128,270,3,3,65,93,137,282,9695,195243072,653,418,17,25
502,1996,,"ASR_ROB","Robbery",10046,195867829,35983,3832,239,1692,7433,7368,9267,9984,19,233,1107,874,814,785,9695,195243072,15686,23080,836,193
503,1996,,"ASR_RPE","Rape",10046,195867829,4169,64,61,343,1022,757,900,1086,,11,20,11,13,9,9695,195243072,2349,1807,34,39
504,1996,,"ASR_RUN","Runaway",10046,195867829,62369,83357,958,4906,18765,16261,15128,6351,478,4835,30155,22853,18399,6637,9695,195243072,113896,24387,5676,1680
505,1996,,"ASR_SEX","Sex Offenses",10046,195867829,12359,1029,551,1728,3842,2143,1968,2127,71,185,318,179,139,137,9695,195243072,9401,3724,132,115
506,1996,,"ASR_STP","Stolen Property",10046,195867829,27665,4127,174,1312,5720,5666,6930,7863,20,214,1096,899,923,975,9695,195243072,19309,11551,549,322
507,1996,,"ASR_SUS","Suspicion",10046,195867829,1246,363,17,66,254,268,295,346,1,16,82,72,98,94,9695,195243072,1224,368,9,8
508,1996,,"ASR_VAG","Vagrancy",10046,195867829,2570,472,12,77,429,494,648,910,3,17,125,110,115,102,9695,195243072,1924,1074,18,21
509,1996,,"ASR_VAN","Vandalism",10046,195867829,95379,11753,4521,12710,25497,17105,18746,16800,382,1452,3601,2173,2235,1910,9695,195243072,85554,18599,1553,1305
510,1996,,"ASR_WEAP","Weapons",10046,195867829,36799,3379,580,2333,7728,7038,8960,10160,38,297,998,766,698,582,9695,195243072,25429,13730,635,359
451,1995,,"ASR_ARSON","Arson",10046,206783051,7299,1017,928,1688,2267,1025,768,623,75,193,395,145,118,91,9741,206316831,6519,1603,96,90
452,1995,,"ASR_AST","Aggravated Assault",10046,206783051,55027,13584,865,4226,11934,10245,13077,14680,110,981,3864,2943,2992,2694,9741,206316831,37633,29348,910,661
453,1995,,"ASR_AST_SMP","Simple Assault",10046,206783051,129015,48994,3188,14450,33903,23987,26096,27391,589,4713,15918,10203,9471,8100,9741,206316831,107342,65893,2577,1922
454,1995,,"ASR_BRG","Burglary",10046,206783051,96970,10462,2259,9264,25622,19385,20536,19904,300,1231,3255,2015,1858,1803,9741,206316831,77789,26633,1564,1287
455,1995,,"ASR_CUR","Curfew and Loitering Law Violations",10046,206783051,82539,34761,430,3379,18225,19238,23365,17902,125,1631,9893,8446,8763,5903,9741,206316831,88752,24873,1904,1531
456,1995,,"ASR_DIS","Disorderly Conduct",10046,206783051,115496,35336,1535,8353,27060,23028,26495,29025,359,2767,11038,7776,7221,6175,9741,206316831,93418,54872,1097,1327
457,1995,,"ASR_DRG","Drug Abuse Violations",10046,206783051,142450,19728,264,2177,19466,26651,40795,53097,47,619,4259,4075,4903,5825,9741,206316831,97634,62053,1355,960
458,1995,,"ASR_DRK","Drunkenness",10046,206783051,13064,2472,93,158,1392,2002,2966,6453,22,61,542,527,573,747,9741,206316831,13575,1549,89,316
459,1995,,"ASR_DUI","Drive Under the Influence",10046,206783051,9279,1697,91,15,122,402,2413,6236,10,6,42,104,447,1088,9741,206316831,9894,667,101,214
460,1995,,"ASR_EMB","Embezzlement",10046,206783051,565,405,6,18,52,34,151,304,4,1,20,18,127,235,9741,206316831,619,322,19,10
461,1995,,"ASR_FAM","Offenses Against the Family and Children",10046,206783051,3346,2004,74,194,662,718,810,888,46,108,555,461,443,391,9741,206316831,3722,1411,125,46
462,1995,,"ASR_FOR","Forgery and Counterfeiting",10046,206783051,4441,2402,13,97,382,622,1248,2079,11,47,287,361,690,1006,9741,206316831,5390,1268,108,68
463,1995,,"ASR_FRD","Fraud",10046,206783051,13746,4954,66,523,2880,3547,2843,3887,21,191,1121,1083,975,1563,9741,206316831,10385,7702,495,107
464,1995,,"ASR_GAM","Gambling",10046,206783051,2104,66,7,38,276,398,608,777,7,1,12,9,20,17,9741,206316831,301,1845,21,3
465,1995,,"ASR_HOM","Murder and Nonnegligent Homicide",10046,206783051,2636,164,5,24,257,478,787,1085,,6,30,28,57,43,9741,206316831,1078,1647,48,24
466,1995,,"ASR_LIQ","Liquor Laws",10046,206783051,66549,26879,100,432,4896,9257,19692,32172,52,345,3956,5221,7564,9741,9741,206316831,84263,5408,782,2713
467,1995,,"ASR_LRC","Larceny",10046,206783051,274264,130465,6889,35406,78190,50903,52611,50265,1863,14729,40588,25133,25176,22976,9741,206316831,280774,109268,8912,5174
468,1995,,"ASR_MAN","Manslaughter by Negligence",10046,206783051,108,18,1,6,16,9,30,46,,1,,5,6,6,9741,206316831,77,42,3,4
469,1995,,"ASR_MVT","Motor Vehicle Theft",10046,206783051,58073,9881,179,1858,13396,14455,14781,13404,17,426,3312,2578,2113,1435,9741,206316831,38127,27315,1424,1017
470,1995,,"ASR_OTH","All Other Offenses",10046,206783051,271353,74926,3720,14295,52379,51129,65605,84225,962,4192,20360,16519,16547,16346,9741,206316831,234216,102012,6158,3430
471,1995,,"ASR_PRS","Prostitution and Commercialized Vice",10046,206783051,611,558,4,25,73,88,141,280,7,7,60,81,123,280,9741,206316831,720,415,22,11
472,1995,,"ASR_ROB","Robbery",10046,206783051,42876,4384,264,2125,9312,9018,10792,11365,20,275,1312,1069,919,789,9741,206316831,17457,28808,742,241
473,1995,,"ASR_RPE","Rape",10046,206783051,4469,104,64,402,1176,819,940,1068,4,12,37,20,15,16,9741,206316831,2390,2102,38,28
474,1995,,"ASR_RUN","Runaway",10046,206783051,83035,111703,1433,7224,25914,21064,18738,8662,615,7091,42694,30571,22300,8432,9741,206316831,150010,36837,6120,1733
475,1995,,"ASR_SEX","Sex Offenses",10046,206783051,12068,930,446,1705,3990,2143,1873,1911,66,156,323,164,111,110,9741,206316831,8949,3763,154,104
476,1995,,"ASR_STP","Stolen Property",10046,206783051,30228,4141,199,1454,6370,6067,7676,8462,29,234,1092,927,948,911,9741,206316831,20495,12849,636,329
477,1995,,"ASR_SUS","Suspicion",10046,206783051,1238,334,24,58,244,247,302,363,5,13,88,75,82,71,9741,206316831,1237,319,7,9
478,1995,,"ASR_VAG","Vagrancy",10046,206783051,2545,341,10,96,402,443,731,863,1,9,79,72,91,89,9741,206316831,1878,970,22,15
479,1995,,"ASR_VAN","Vandalism",10046,206783051,100626,12113,4796,13912,27992,17947,18938,17041,427,1598,3955,2253,2055,1825,9741,206316831,88790,20703,1746,1349
480,1995,,"ASR_WEAP","Weapons",10046,206783051,42703,3862,540,2654,9151,8261,10145,11952,32,351,1217,833,738,691,9741,206316831,28587,16824,718,389
421,1994,,"ASR_ARSON","Arson",10713,208091172,8050,1133,1030,1808,2618,1060,846,688,108,214,452,158,107,94,10282,207684879,7319,1649,93,98
422,1994,,"ASR_AST","Aggravated Assault",10713,208091172,57184,13047,930,4346,13006,10487,13287,15128,115,939,3933,2764,2756,2540,10282,207684879,38675,29896,906,643
423,1994,,"ASR_AST_SMP","Simple Assault",10713,208091172,126847,45368,3203,14498,34613,22776,25444,26313,535,4527,15380,9350,8270,7306,10282,207684879,105571,61432,2509,1884
424,1994,,"ASR_BRG","Burglary",10713,208091172,105253,11066,2789,10603,29017,20245,21598,21001,358,1290,3698,2124,1913,1683,10282,207684879,85338,27854,1584,1362
425,1994,,"ASR_CUR","Curfew and Loitering Law Violations",10713,208091172,76456,31027,423,3251,17715,17324,21084,16659,118,1395,9267,7662,7357,5228,10282,207684879,81771,22226,2085,1271
426,1994,,"ASR_DIS","Disorderly Conduct",10713,208091172,105572,32338,1485,8260,25961,20316,23861,25689,259,2550,10629,6850,6413,5637,10282,207684879,89058,46477,1047,1225
427,1994,,"ASR_DRG","Drug Abuse Violations",10713,208091172,116090,15479,223,1807,15957,21074,32980,44049,43,482,3371,3084,3871,4628,10282,207684879,79056,50698,1012,668
428,1994,,"ASR_DRK","Drunkenness",10713,208091172,12367,2436,102,136,1211,1808,3033,6077,18,61,537,494,580,746,10282,207684879,12862,1610,58,267
429,1994,,"ASR_DUI","Drive Under the Influence",10713,208091172,9559,1582,102,17,141,446,2419,6434,16,7,55,104,456,944,10282,207684879,10029,725,100,189
430,1994,,"ASR_EMB","Embezzlement",10713,208091172,519,285,4,16,44,43,127,285,4,6,18,17,85,155,10282,207684879,550,243,8,3
431,1994,,"ASR_FAM","Offenses Against the Family and Children",10713,208091172,2734,1514,54,180,629,513,654,704,44,114,457,304,329,266,10282,207684879,2943,1128,115,43
432,1994,,"ASR_FOR","Forgery and Counterfeiting",10713,208091172,4491,2566,23,131,429,606,1353,1949,10,59,288,380,711,1118,10282,207684879,5611,1268,101,69
433,1994,,"ASR_FRD","Fraud",10713,208091172,13722,4876,68,447,2556,2961,3171,4519,59,211,1072,1121,949,1464,10282,207684879,9860,8176,463,99
434,1994,,"ASR_GAM","Gambling",10713,208091172,1421,73,2,21,206,284,400,508,,3,10,15,24,21,10282,207684879,350,1112,29,3
435,1994,,"ASR_HOM","Murder and Nonnegligent Homicide",10713,208091172,2928,186,2,26,315,514,865,1206,1,5,30,25,53,72,10282,207684879,1200,1848,48,16
436,1994,,"ASR_LIQ","Liquor Laws",10713,208091172,67747,27468,111,477,5199,9202,19921,32837,42,379,4067,4988,7923,10069,10282,207684879,86625,5157,777,2441
437,1994,,"ASR_LRC","Larceny",10713,208091172,281846,132189,7398,37232,83586,50848,52623,50159,1798,14835,41839,25876,25116,22725,10282,207684879,287939,111523,8775,5170
438,1994,,"ASR_MAN","Manslaughter by Negligence",10713,208091172,166,20,2,7,23,20,45,69,,1,3,4,4,8,10282,207684879,137,46,,3
439,1994,,"ASR_MVT","Motor Vehicle Theft",10713,208091172,63124,10288,187,2181,15539,15356,16013,13848,19,413,3574,2671,2104,1507,10282,207684879,41179,29952,1342,880
440,1994,,"ASR_OTH","All Other Offenses",10713,208091172,269169,76075,4169,15905,53017,46219,65320,84539,1245,4573,20961,15485,16958,16853,10282,207684879,232561,101728,6876,3286
441,1994,,"ASR_PRS","Prostitution and Commercialized Vice",10713,208091172,520,496,7,13,34,53,157,256,3,5,58,76,134,220,10282,207684879,665,321,19,11
442,1994,,"ASR_ROB","Robbery",10713,208091172,42830,4317,234,2232,9493,8996,10845,11030,10,246,1340,1017,928,776,10282,207684879,17163,28937,728,219
443,1994,,"ASR_RPE","Rape",10713,208091172,4786,94,99,432,1286,885,990,1094,4,14,42,8,8,18,10282,207684879,2693,2075,45,60
444,1994,,"ASR_RUN","Runaway",10713,208091172,87224,114949,1481,7896,27792,21439,19121,9495,642,7412,45126,30396,22262,9111,10282,207684879,155844,38335,5681,1704
445,1994,,"ASR_SEX","Sex Offenses",10713,208091172,13357,1105,590,1904,4425,2256,2088,2094,71,185,360,191,147,151,10282,207684879,10191,3914,163,134
446,1994,,"ASR_STP","Stolen Property",10713,208091172,32205,4105,211,1677,7495,6492,7796,8534,29,221,1150,905,937,863,10282,207684879,21242,14077,587,364
447,1994,,"ASR_SUS","Suspicion",10713,208091172,1389,330,30,104,285,320,324,326,9,24,99,76,64,58,10282,207684879,1171,521,5,22
448,1994,,"ASR_VAG","Vagrancy",10713,208091172,2979,683,15,127,549,632,787,869,,26,206,143,159,149,10282,207684879,2599,1010,40,13
449,1994,,"ASR_VAN","Vandalism",10713,208091172,110175,12616,5621,16102,32484,19222,19479,17267,479,1790,4161,2272,2050,1864,10282,207684879,98391,20722,2073,1257
450,1994,,"ASR_WEAP","Weapons",10713,208091172,48128,4235,562,3043,11205,9112,11471,12735,50,387,1451,878,782,687,10282,207684879,32308,18786,846,380
